"zip","city","brand","store_name","product_ean","product_desc","product_img","original_price","new_price","discount_dkk","discount_percent","stock","stock_unit","start_time","end_time","last_update"
"3450","Allerød","netto","Netto Allerød","5707196306897","MARINERET SVINEFILET VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/74bc2587f0de19cb626627fba5b8932e",45.1,34,11.1,24.61,1,"each","2025-11-25T15:37:32.000Z","2025-11-27T22:59:59.000Z","2025-11-26T15:07:08.000Z"
"3450","Allerød","netto","Netto Allerød","3236240070306","FLØDEOST HAVSAL PAYSON BRETO",NA,22,9,13,59.09,2,"each","2025-11-24T09:02:24.000Z","2025-11-30T22:59:59.000Z","2025-11-26T15:52:15.000Z"
"3450","Allerød","netto","Netto Allerød","5712878251679","NAKKEKOTELETTER VELSMAG",NA,20,16,4,20,1,"each","2025-11-25T15:36:36.000Z","2025-11-27T22:59:59.000Z","2025-11-26T15:52:15.000Z"
"3450","Allerød","netto","Netto Allerød","5707196304091","RIBBENSSTEG VELSMAG",NA,75.19,47,28.19,37.49,1,"each","2025-11-27T15:13:31.000Z","2025-11-28T22:59:59.000Z","2025-11-27T15:14:08.000Z"
"3450","Allerød","netto","Netto Allerød","5712874578916","SANDWI. TUN NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/671de6260f1a7d51bf92af2dfda9553e",23.07,15,8.07,34.98,1,"each","2025-11-25T16:34:56.000Z","2025-11-27T22:59:59.000Z","2025-11-26T16:22:13.000Z"
"3450","Allerød","netto","Netto Allerød","5712872981442","BAMI GORENG NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e7cc9c48-80dc-4826-bba9-2f9fa4ec1ce7",38.39,23,15.39,40.09,1,"each","2025-11-26T16:25:29.000Z","2025-11-27T22:59:59.000Z","2025-11-26T16:25:56.000Z"
"3450","Allerød","netto","Netto Allerød","5712874436490","WRAP M/KYLLING/KARRY NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/60d42573-cd6f-451f-9689-1a379726292e",23.04,12,11.04,47.92,2,"each","2025-11-26T16:27:51.000Z","2025-11-27T22:59:59.000Z","2025-11-26T20:52:51.000Z"
"3450","Allerød","netto","Netto Allerød","5701205001568","DET GODE SOL RUGBRØD SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4101f2f30cbd52f825218a0e66a13753",25.99,13,12.99,49.98,1,"each","2025-11-26T16:41:21.000Z","2025-11-28T22:59:59.000Z","2025-11-26T16:41:46.000Z"
"3450","Allerød","netto","Netto Allerød","5712872401629","KERNERUGBRØD ØGO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f81346d56c306660dcc69777858da6a6",15.98,11,4.98,31.16,6,"each","2025-11-26T16:42:40.000Z","2025-11-28T22:59:59.000Z","2025-11-26T16:42:58.000Z"
"3450","Allerød","netto","Netto Allerød","5726866108500","PROTEINBRØD KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ec6a45e8-cae0-40c3-af14-63ec6a4bb793",25.99,14,11.99,46.13,6,"each","2025-11-26T16:44:11.000Z","2025-11-28T22:59:59.000Z","2025-11-26T16:44:30.000Z"
"3450","Allerød","netto","Netto Allerød","5712874821685","BONDEBRØD GAMLE MØLLE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/088f55571f1764dc64ad46580e13b57d",7.65,6,1.65,21.57,3,"each","2025-11-26T16:44:59.000Z","2025-11-28T22:59:59.000Z","2025-11-27T09:22:54.000Z"
"3450","Allerød","netto","Netto Allerød","5701638141794","SALATOST PERS. TAVERNA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ed26349e-63b3-42b6-8a79-2f952a4bdf3d",12,9,3,25,1,"each","2025-11-21T08:21:37.000Z","2025-12-31T22:59:59.000Z","2025-11-27T09:37:54.000Z"
"3450","Allerød","netto","Netto Allerød","5712877953031","SKYR VANILJE EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",15.95,12,3.95,24.76,3,"each","2025-11-27T10:24:42.000Z","2025-11-28T22:59:59.000Z","2025-11-27T11:38:04.000Z"
"3450","Allerød","netto","Netto Allerød","5705522023432","SERRANO CASA CZAJA",NA,25,19,6,24,7,"each","2025-11-23T09:37:01.000Z","2025-12-08T22:59:59.000Z","2025-11-27T11:08:03.000Z"
"3450","Allerød","netto","Netto Allerød","5712877574144","KYLLING BURRITO NÆMT",NA,30.16,19,11.16,37,1,"each","2025-11-26T16:23:42.000Z","2025-11-27T22:59:59.000Z","2025-11-27T12:53:25.000Z"
"3450","Allerød","netto","Netto Allerød","7622210116444","HVIDLØG/URT. PHILADELPHIA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4c504dd0-f8c3-40f2-bc0c-c6d402592d15",22,17,5,22.73,1,"each","2025-11-21T08:26:31.000Z","2025-12-31T22:59:59.000Z","2025-11-27T14:53:32.000Z"
"3450","Allerød","netto","Netto Allerød","5712878226936","SKINKESCHNITZLE VELSMAG",NA,20,15,5,25,2,"each","2025-11-27T15:30:56.000Z","2025-11-29T22:59:59.000Z","2025-11-27T15:31:20.000Z"
"3450","Allerød","netto","Netto Allerød","5712878243490","FLÆSK I SKIVER PREMIEUR",NA,45,35,10,22.22,2,"each","2025-11-27T15:31:51.000Z","2025-11-29T22:59:59.000Z","2025-11-27T15:32:12.000Z"
"3450","Allerød","netto","Netto Allerød","5710405641603","LAMMECULOTTE PREMIEUR","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/66c59e9e-fdb0-4901-bf03-9dea0d4fe8c9",80.28,55,25.28,31.49,3,"each","2025-11-27T15:33:10.000Z","2025-11-29T22:59:59.000Z","2025-11-27T15:33:34.000Z"
"3450","Allerød","netto","Netto Allerød","5707196304053","JULEMEDISTER VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4ea85eea3779f38e07b19737b8d29d8b",35.11,22,13.11,37.34,4,"each","2025-11-27T15:16:22.000Z","2025-11-28T22:59:59.000Z","2025-11-27T15:38:43.000Z"
"3450","Allerød","netto","Netto Allerød","5712877670846","FILET A LA MØR. PREMIEUR",NA,46.19,29,17.19,37.22,5,"each","2025-11-27T15:14:50.000Z","2025-11-29T22:59:59.000Z","2025-11-27T15:38:43.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196306897","MARINERET SVINEFILET VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/74bc2587f0de19cb626627fba5b8932e",45.1,35,10.1,22.39,4,"each","2025-11-26T05:39:28.000Z","2025-11-28T22:59:59.000Z","2025-11-26T14:07:34.000Z"
"3450","Allerød","netto","Netto Blovstrød","5706911028939","FETA I TERN ATHENA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/7c973433753ab68e57a61638f39086ba",28,15,13,46.43,5,"each","2025-11-12T09:44:08.000Z","2025-11-30T22:59:59.000Z","2025-11-26T15:52:55.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196277562","HK. GRIS/KALV 8-12% VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f070a4d881a59ba043ece6e595254843",45.11,21,24.11,53.45,1,"each","2025-11-27T05:30:22.000Z","2025-11-27T22:59:59.000Z","2025-11-27T05:30:44.000Z"
"3450","Allerød","netto","Netto Blovstrød","5745000625192","ISKAFFE PROTEIN BOLD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/75c0304159d7ed9d2397aba49e06f58a",10,7,3,30,8,"each","2025-11-26T13:39:04.000Z","2026-01-24T22:59:59.000Z","2025-11-26T16:23:06.000Z"
"3450","Allerød","netto","Netto Blovstrød","5710405309985","CHEEZ AND FUN LEENDE KO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/797d86f3f237574190d4614dec0517a1",29,15,14,48.28,8,"each","2025-11-21T14:15:29.000Z","2026-01-15T22:59:59.000Z","2025-11-26T16:53:00.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712877051799","RUNDE KNÆK FULD FINTONS",NA,15,11,4,26.67,4,"each","2025-11-24T09:20:43.000Z","2025-11-29T22:59:59.000Z","2025-11-26T18:08:15.000Z"
"3450","Allerød","netto","Netto Blovstrød","5724618721427","ISKAFFE CHOCO PETER LARSEN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/df64c9a8835174a0b72ddb8b691b05e2",12,9,3,25,1,"each","2025-11-12T15:19:25.000Z","2026-01-10T22:59:59.000Z","2025-11-26T18:23:22.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701977003234","FOREST FRUIT NATURLI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9a96deedab398db7266a0e5e43b743ea",18.95,15,3.95,20.84,3,"each","2025-11-26T09:10:30.000Z","2025-11-28T22:59:59.000Z","2025-11-26T19:08:26.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712877952898","SKYR BLÅBÆR EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",15.95,8,7.95,49.84,5,"each","2025-11-27T05:45:56.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:46:37.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701977003272","PEACH & PASSION NATURLI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",18.95,15,3.95,20.84,2,"each","2025-11-26T09:10:53.000Z","2025-11-28T22:59:59.000Z","2025-11-26T19:53:30.000Z"
"3450","Allerød","netto","Netto Blovstrød","3800233074963","MØRK CHOKOLADE RICE UP ZERO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/90ff9b841592d15f7dea209a556756ba",5,3,2,40,3,"each","2025-11-24T07:29:48.000Z","2026-01-22T22:59:59.000Z","2025-11-26T20:08:29.000Z"
"3450","Allerød","netto","Netto Blovstrød","3800233074994","APPELSIN/CHOKO RICE UP ZERO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/80f0171c87990493d63a5c55b6c8f5c3",5,3,2,40,1,"each","2025-11-24T07:29:13.000Z","2026-01-22T22:59:59.000Z","2025-11-26T20:08:29.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701977003265","NATUREL NATURLI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/06d3bf7f5bb136dd2e6dab1a41947d42",16.95,13,3.95,23.3,2,"each","2025-11-26T09:10:15.000Z","2025-11-28T22:59:59.000Z","2025-11-26T20:08:29.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712878251679","NAKKEKOTELETTER VELSMAG",NA,20,11,9,45,3,"each","2025-11-27T05:17:00.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:17:22.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701246036703","KARTOFFEL SANDWICH KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9134b346603bb84adced233ee8a72d54",14.99,7,7.99,53.3,1,"each","2025-11-27T05:22:46.000Z","2025-11-27T22:59:59.000Z","2025-11-27T13:53:57.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196325737","HK. GRIS/KALV VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/338328fc3f1cda9b36be00b2e934c81a",55,43,12,21.82,1,"each","2025-11-27T05:15:29.000Z","2025-11-28T22:59:59.000Z","2025-11-27T13:23:54.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701205005559","MULTIKERNE BOLLER SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a114efae62223fcb6cd3f15cd55311e6",25.54,13,12.54,49.1,1,"each","2025-11-27T05:20:52.000Z","2025-11-27T22:59:59.000Z","2025-11-27T05:21:29.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712874935726","SURDEJSBOL ØKO ØGO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f62b180c6233648238ca19dee6295092",18.99,12,6.99,36.81,1,"each","2025-11-27T05:22:04.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:22:33.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701246028111","CAFÉ SANDWICH KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4e3e5a41-062c-433e-bdc5-d54bdd287bca",22,11,11,50,2,"each","2025-11-27T05:25:09.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:25:33.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196346565","PAD THAI VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",35.05,22,13.05,37.23,1,"each","2025-11-27T05:26:21.000Z","2025-11-29T22:59:59.000Z","2025-11-27T05:26:45.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712872401629","KERNERUGBRØD ØGO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f81346d56c306660dcc69777858da6a6",15.98,11,4.98,31.16,1,"each","2025-11-27T05:30:52.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:31:15.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712871081860","SOLSIKKE RUGBRØD ØGO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f68ba713-6cba-4a34-88d3-0797156a590c",9.78,7,2.78,28.43,1,"each","2025-11-27T05:36:18.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:36:58.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701205009731","DET GODE GULEROD SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/35609beb-1511-4902-b25f-0cca360ec2c2",15.28,7,8.28,54.19,7,"each","2025-11-27T05:37:34.000Z","2025-11-27T22:59:59.000Z","2025-11-27T05:38:06.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712877953031","SKYR VANILJE EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",15.95,8,7.95,49.84,5,"each","2025-11-27T05:46:02.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:46:37.000Z"
"3450","Allerød","netto","Netto Blovstrød","5713507059512","ØKO FRAICHE 9% LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",14.09,9,5.09,36.12,10,"each","2025-11-27T05:47:54.000Z","2025-11-29T22:59:59.000Z","2025-11-27T05:48:21.000Z"
"3450","Allerød","netto","Netto Blovstrød","5713507054296","ØKO SKYR M/ VANILJE LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b93e65862cbe5b4348bb4a84c1547b29",32.28,9,23.28,72.12,7,"each","2025-11-27T05:51:36.000Z","2025-11-27T22:59:59.000Z","2025-11-27T08:23:09.000Z"
"3450","Allerød","netto","Netto Blovstrød","5705522022817","HAMBURGERRYG SMAGEN AF AARHUS","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/455a278c4afd06efbfe09dd29d70a4fa",19.08,12,7.08,37.11,1,"each","2025-11-24T08:18:14.000Z","2025-11-27T22:59:59.000Z","2025-11-27T09:23:22.000Z"
"3450","Allerød","netto","Netto Blovstrød","5745000625635","PROTEIN HINDBÆR BOLD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1503728d1933dcea46829a40716affd2",16,8,8,50,13,"each","2025-11-25T12:38:58.000Z","2025-11-29T22:59:59.000Z","2025-11-27T10:23:33.000Z"
"3450","Allerød","netto","Netto Blovstrød","5745000625611","PROTEIN CHOKO BOLD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/614f5683892bab9161891b15b865a189",16,12,4,25,5,"each","2025-11-25T12:39:22.000Z","2026-01-23T22:59:59.000Z","2025-11-27T12:53:52.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712878226936","SKINKESCHNITZLE VELSMAG",NA,20,15,5,25,2,"each","2025-11-27T05:42:09.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:08:50.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712874603953","GULERODSBOLLER GAMLE MØLLE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a62ec22154da770a7412c5889a3ce8ed",15.98,7,8.98,56.2,4,"each","2025-11-27T05:26:05.000Z","2025-11-27T22:59:59.000Z","2025-11-27T13:53:57.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","57067698","JÆGERPØLSE 3-STJERNET","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/07daf099-9105-4a99-a16b-7ccf87ad3721",20.05,11,9.05,45.14,3,"each","2025-11-27T09:03:35.000Z","2025-12-01T22:59:59.000Z","2025-11-27T09:03:53.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712877727847","SATAY CURRY NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",31.99,25,6.99,21.85,1,"each","2025-11-26T15:19:35.000Z","2025-11-27T22:59:59.000Z","2025-11-26T15:20:01.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5726866108500","PROTEINBRØD KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ec6a45e8-cae0-40c3-af14-63ec6a4bb793",25.99,20,5.99,23.05,3,"each","2025-11-25T16:36:50.000Z","2025-11-27T22:59:59.000Z","2025-11-26T15:22:06.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712878092470","KRYDRET KYLLING NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",22.09,17,5.09,23.04,1,"each","2025-11-25T09:34:44.000Z","2025-11-27T22:59:59.000Z","2025-11-26T15:37:04.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8411030038895","XXL CHORIZO XXL","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ca77008da7e672aca8e7ad4d6b58373a",35,27,8,22.86,1,"each","2025-11-25T08:39:21.000Z","2025-11-30T22:59:59.000Z","2025-11-26T15:37:04.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712878251679","NAKKEKOTELETTER VELSMAG",NA,20,15,5,25,2,"each","2025-11-26T15:37:17.000Z","2025-11-27T22:59:59.000Z","2025-11-26T15:37:57.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5760466968133","RISALAMANDE KAROLINES","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f527a61aa32767f197a9431d86cd0f2a",23.66,12,11.66,49.28,14,"each","2025-11-26T18:40:42.000Z","2025-11-28T22:59:59.000Z","2025-11-26T19:07:25.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","7311070031515","SOLSTYKKER PÅGEN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/fa671337-80bf-4ce5-86b3-640acbc6e028",24.13,10,14.13,58.56,1,"each","2025-11-26T16:15:45.000Z","2025-11-28T22:59:59.000Z","2025-11-26T16:16:01.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5713307002060","CURRY CHICKEN TPK","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ef85532207f549b1f6478383a06b0b18",37.95,30,7.95,20.95,1,"each","2025-11-26T15:22:02.000Z","2025-11-28T22:59:59.000Z","2025-11-26T16:52:23.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5740036001521","SOY/SESAM PORK SLOW COOKED","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/c26cc2006e86e172cfe417f2f7b2ec96",39,23,16,41.03,9,"each","2025-11-26T12:12:13.000Z","2025-11-30T22:59:59.000Z","2025-11-26T16:52:23.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5713507054319","ØKO SKYR NATUREL LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/758c5a28e316227ec079404d2f727f2e",32.18,19,13.18,40.96,2,"each","2025-11-25T08:09:20.000Z","2025-11-27T22:59:59.000Z","2025-11-26T19:37:41.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701205009731","DET GODE GULEROD SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/35609beb-1511-4902-b25f-0cca360ec2c2",15.28,8,7.28,47.64,7,"each","2025-11-26T16:12:05.000Z","2025-11-28T22:59:59.000Z","2025-11-27T06:41:45.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5700426101613","KÆRNEMÆLK ARLA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/091edb52-9d4a-41c1-b0e9-a76d4a27df16",13.95,11,2.95,21.15,10,"each","2025-11-27T07:19:41.000Z","2025-12-02T22:59:59.000Z","2025-11-27T13:27:42.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5707196301618","HK. GRIS/KALV 4-7% VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f2698835f82937e07a20dc3bdc9b2bf5",43.16,26,17.16,39.76,1,"each","2025-11-26T15:48:26.000Z","2025-11-28T22:59:59.000Z","2025-11-27T08:11:51.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8002710415855","STRACCIATELLA ZANETTI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",22.95,15,7.95,34.64,8,"each","2025-11-27T08:33:43.000Z","2025-12-02T22:59:59.000Z","2025-11-27T08:34:03.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712871209196","MINI MOZZARELLA FELLINO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/8e95eb85-9420-4305-86ea-9afc155f624d",16.63,13,3.63,21.83,1,"each","2025-11-27T08:35:00.000Z","2025-12-02T22:59:59.000Z","2025-11-27T08:35:27.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5410146964954","JORDBÆR ACTIMEL","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/00ee6651b79b1334e2d5ccf522a4d006",25,16,9,36,5,"each","2025-11-27T13:42:47.000Z","2025-12-01T22:59:59.000Z","2025-11-27T13:43:08.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712873509881","PITA FULDKORN PREMIEUR","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/7341cb76-666d-4061-9404-5a7ccb76681e",23.56,14,9.56,40.58,47,"each","2025-11-21T07:05:09.000Z","2025-11-28T22:59:59.000Z","2025-11-27T08:41:56.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8010558103223","LF MOZZARELLA CASEIFICIO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/197e0ef24869586264942c634429f833",12.95,10,2.95,22.78,6,"each","2025-11-27T08:43:55.000Z","2025-11-30T22:59:59.000Z","2025-11-27T08:44:12.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5745001103125","HYTTEOSTS KYL/K TJIA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",18.95,10,8.95,47.23,9,"each","2025-11-27T08:59:40.000Z","2025-12-02T22:59:59.000Z","2025-11-27T09:00:16.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5704080955858","RØGET MEDISTER 3-STJERNET","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/62baa92d-41a6-49c0-96a1-c1c488fa8b04",19.05,10,9.05,47.51,8,"each","2025-11-27T09:01:04.000Z","2025-12-01T22:59:59.000Z","2025-11-27T09:01:31.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5704000465993","RØGET MEDISTER STRYHNS","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/006cd9bf12017953d427aec5dc01316b",31.21,16,15.21,48.73,5,"each","2025-11-27T09:02:00.000Z","2025-12-01T22:59:59.000Z","2025-11-27T09:02:27.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5710607001069","FRANSK LEVERPOSTEJ BORNHOLMERSLAGTEREN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",17.14,9,8.14,47.49,5,"each","2025-11-27T09:02:50.000Z","2025-11-29T22:59:59.000Z","2025-11-27T09:03:11.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5704000502377","FRANSK LEVERPOSTEJ STRYHNS","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",30.72,16,14.72,47.92,1,"each","2025-11-27T09:04:00.000Z","2025-11-27T22:59:59.000Z","2025-11-27T09:04:24.000Z"
